Mat4
matrices/mat4.bin	2096790	12720580	1	1	0.0501176
matrices/mat4.bin	2096790	12720580	1	2	0.0505788
matrices/mat4.bin	2096790	12720580	1	3	0.049908
matrices/mat4.bin	2096790	12720580	2	1	0.0461753
matrices/mat4.bin	2096790	12720580	2	2	0.107132
matrices/mat4.bin	2096790	12720580	2	3	0.0423195
matrices/mat4.bin	2096790	12720580	3	1	0.0360377
matrices/mat4.bin	2096790	12720580	3	2	0.0893961
matrices/mat4.bin	2096790	12720580	3	3	0.0344029
matrices/mat4.bin	2096790	12720580	4	1	0.0359284
matrices/mat4.bin	2096790	12720580	4	2	0.082019
matrices/mat4.bin	2096790	12720580	4	3	0.035025
matrices/mat4.bin	2096790	12720580	5	1	0.0344682
matrices/mat4.bin	2096790	12720580	5	2	0.0839149
matrices/mat4.bin	2096790	12720580	5	3	0.0346035
matrices/mat4.bin	2096790	12720580	6	1	0.03991
matrices/mat4.bin	2096790	12720580	6	2	0.0857432
matrices/mat4.bin	2096790	12720580	6	3	0.0378129
matrices/mat4.bin	2096790	12720580	7	1	0.0383357
matrices/mat4.bin	2096790	12720580	7	2	0.0877296
matrices/mat4.bin	2096790	12720580	7	3	0.0355281
matrices/mat4.bin	2096790	12720580	8	1	0.0374156
matrices/mat4.bin	2096790	12720580	8	2	0.081335
matrices/mat4.bin	2096790	12720580	8	3	0.0465404
matrices/mat4.bin	2096790	12720580	9	1	0.0336454
matrices/mat4.bin	2096790	12720580	9	2	0.0794747
matrices/mat4.bin	2096790	12720580	9	3	0.0327345
matrices/mat4.bin	2096790	12720580	10	1	0.0338723
matrices/mat4.bin	2096790	12720580	10	2	0.0773212
matrices/mat4.bin	2096790	12720580	10	3	0.0326975
matrices/mat4.bin	2096790	12720580	11	1	0.0341491
matrices/mat4.bin	2096790	12720580	11	2	0.0797039
matrices/mat4.bin	2096790	12720580	11	3	0.0327176
matrices/mat4.bin	2096790	12720580	12	1	0.0337589
matrices/mat4.bin	2096790	12720580	12	2	0.0772491
matrices/mat4.bin	2096790	12720580	12	3	0.0328785
matrices/mat4.bin	2096790	12720580	13	1	0.0338305
matrices/mat4.bin	2096790	12720580	13	2	0.0795741
matrices/mat4.bin	2096790	12720580	13	3	0.0326499
matrices/mat4.bin	2096790	12720580	14	1	0.0366328
matrices/mat4.bin	2096790	12720580	14	2	0.0850205
matrices/mat4.bin	2096790	12720580	14	3	0.032952
matrices/mat4.bin	2096790	12720580	15	1	0.0337694
matrices/mat4.bin	2096790	12720580	15	2	0.0864912
matrices/mat4.bin	2096790	12720580	15	3	0.0351855
matrices/mat4.bin	2096790	12720580	16	1	0.0337572
matrices/mat4.bin	2096790	12720580	16	2	0.0826132
matrices/mat4.bin	2096790	12720580	16	3	0.0339698
matrices/mat4.bin	2096790	12720580	17	1	0.0383695
matrices/mat4.bin	2096790	12720580	17	2	0.0790339
matrices/mat4.bin	2096790	12720580	17	3	0.0354689
matrices/mat4.bin	2096790	12720580	18	1	0.0328796
matrices/mat4.bin	2096790	12720580	18	2	0.0860078
matrices/mat4.bin	2096790	12720580	18	3	0.0347005
matrices/mat4.bin	2096790	12720580	19	1	0.0349264
matrices/mat4.bin	2096790	12720580	19	2	0.0783505
matrices/mat4.bin	2096790	12720580	19	3	0.0339733
matrices/mat4.bin	2096790	12720580	20	1	0.0342353
matrices/mat4.bin	2096790	12720580	20	2	0.0813389
matrices/mat4.bin	2096790	12720580	20	3	0.0336524
matrices/mat4.bin	2096790	12720580	21	1	0.0353383
matrices/mat4.bin	2096790	12720580	21	2	0.0803564
matrices/mat4.bin	2096790	12720580	21	3	0.0353173
matrices/mat4.bin	2096790	12720580	22	1	0.0352157
matrices/mat4.bin	2096790	12720580	22	2	0.0861298
matrices/mat4.bin	2096790	12720580	22	3	0.0335816
matrices/mat4.bin	2096790	12720580	23	1	0.0370259
matrices/mat4.bin	2096790	12720580	23	2	0.0849923
matrices/mat4.bin	2096790	12720580	23	3	0.0355329
matrices/mat4.bin	2096790	12720580	24	1	0.0343633
matrices/mat4.bin	2096790	12720580	24	2	0.0843315
matrices/mat4.bin	2096790	12720580	24	3	0.0346503
