1 0.000968 0.001092 0.001117
2 0.000590 0.003182 0.000579
3 0.000566 0.002653 0.000976
4 0.001482 0.003238 0.000575
5 0.000607 0.002352 0.000625
6 0.000600 0.002663 0.000528
7 0.000881 0.002894 0.000527
8 0.000606 0.002367 0.000548
9 0.000599 0.002378 0.000560
10 0.000618 0.002859 0.000652
11 0.000615 0.002257 0.000593
12 0.000765 0.002312 0.000544
13 0.000595 0.002460 0.000577
14 0.000610 0.003096 0.000560
15 0.000615 0.002448 0.000717
16 0.000633 0.002211 0.000641
17 0.000841 0.002546 0.000637
18 0.000776 0.002491 0.001231
19 0.000740 0.002957 0.000844
20 0.000587 0.002731 0.000801
21 0.001160 0.002542 0.000604
22 0.000797 0.002730 0.001040
23 0.000818 0.002464 0.000767
24 0.000649 0.002433 0.000598
