1 0.014840 0.014594 0.014085
2 0.011797 0.022168 0.012710
3 0.012318 0.018983 0.011869
4 0.013129 0.020406 0.014897
5 0.011024 0.019375 0.011122
6 0.010843 0.018026 0.010914
7 0.010463 0.018334 0.010572
8 0.010622 0.017895 0.010435
9 0.010467 0.018331 0.010594
10 0.009894 0.018107 0.009577
11 0.009011 0.018373 0.008723
12 0.008763 0.019348 0.009406
13 0.008637 0.019578 0.009406
14 0.008836 0.018537 0.008637
15 0.008830 0.018251 0.008577
16 0.008639 0.018478 0.008553
17 0.008711 0.018463 0.008708
18 0.008664 0.018274 0.008458
19 0.008337 0.018080 0.008557
20 0.008488 0.020322 0.009268
21 0.008398 0.019711 0.009397
22 0.009867 0.018404 0.008459
23 0.008605 0.018320 0.008745
24 0.008750 0.019073 0.008242
